"","SubjectID","Activity","variable","mean"
"798","9","WALKING_UPSTAIRS","tGravityAccMeanY",-0.0467446999509028
"799","9","WALKING_UPSTAIRS","tGravityAccMeanZ",0.104353653032743
"800","9","WALKING_UPSTAIRS","tGravityAccStdX",-0.958784666180556
"801","9","WALKING_UPSTAIRS","tGravityAccStdY",-0.949938115208333
"802","9","WALKING_UPSTAIRS","tGravityAccStdZ",-0.920554317815972
"803","9","WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0840171430291667
"804","9","WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.00678485848399306
"805","9","WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00102998088194444
"806","9","WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.578305161360069
"807","9","WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.678923872274306
"808","9","WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.721610094569444
"809","9","WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0701318154561458
"810","9","WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0729884312991667
"811","9","WALKING_UPSTAIRS","tBodyGyroMeanZ",0.109092913237986
"812","9","WALKING_UPSTAIRS","tBodyGyroStdX",-0.676452392569444
"813","9","WALKING_UPSTAIRS","tBodyGyroStdY",-0.670498220701389
"814","9","WALKING_UPSTAIRS","tBodyGyroStdZ",-0.587557692291458
"815","9","WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0892254930640278
"816","9","WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0397344421815972
"817","9","WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.053402884281875
"818","9","WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.7617108665625
"819","9","WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.773273878854167
"820","9","WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.744656038298611
"821","9","WALKING_UPSTAIRS","tBodyAccMagMean",-0.505183470509188
"822","9","WALKING_UPSTAIRS","tBodyAccMagStd",-0.553038255314792
"823","9","WALKING_UPSTAIRS","tGravityAccMagMean",-0.505183470509188
"824","9","WALKING_UPSTAIRS","tGravityAccMagStd",-0.553038255314792
"825","9","WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.621608245092361
"826","9","WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.608862145384722
"827","9","WALKING_UPSTAIRS","tBodyGyroMagMean",-0.550201866572569
"828","9","WALKING_UPSTAIRS","tBodyGyroMagStd",-0.663198385034722
"829","9","WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.7629795809375
"830","9","WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.786176892048611
"831","9","WALKING_UPSTAIRS","fBodyAccMeanX",-0.579258404408681
"832","9","WALKING_UPSTAIRS","fBodyAccMeanY",-0.610267804090278
"833","9","WALKING_UPSTAIRS","fBodyAccMeanZ",-0.592119122804271
"834","9","WALKING_UPSTAIRS","fBodyAccStdX",-0.547995744907986
"835","9","WALKING_UPSTAIRS","fBodyAccStdY",-0.586766083232639
"836","9","WALKING_UPSTAIRS","fBodyAccStdZ",-0.501074006965903
"837","9","WALKING_UPSTAIRS","fBodyAccMeanFreqX",-0.291349229752569
"838","9","WALKING_UPSTAIRS","fBodyAccMeanFreqY",-0.0879003298041667
"839","9","WALKING_UPSTAIRS","fBodyAccMeanFreqZ",-0.0304334227664236
"840","9","WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.621377141312847
"841","9","WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.699766614569444
"842","9","WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.702931927996528
"843","9","WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.572819893733993
"844","9","WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.679065855003472
"845","9","WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.739139922708333
"846","9","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqX",-0.219176266215278
"847","9","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqY",-0.296107744084757
"848","9","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqZ",-0.290292303180208
"849","9","WALKING_UPSTAIRS","fBodyGyroMeanX",-0.639863219559028
"850","9","WALKING_UPSTAIRS","fBodyGyroMeanY",-0.683924287600694
"851","9","WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.612680463163889
"852","9","WALKING_UPSTAIRS","fBodyGyroStdX",-0.690689895534722
"853","9","WALKING_UPSTAIRS","fBodyGyroStdY",-0.667203220760417
"854","9","WALKING_UPSTAIRS","fBodyGyroStdZ",-0.619468634127778
"855","9","WALKING_UPSTAIRS","fBodyGyroMeanFreqX",-0.205909254584222
"856","9","WALKING_UPSTAIRS","fBodyGyroMeanFreqY",-0.240880440259861
"857","9","WALKING_UPSTAIRS","fBodyGyroMeanFreqZ",-0.196153280691528
"858","9","WALKING_UPSTAIRS","fBodyAccMagMean",-0.553186448295139
"859","9","WALKING_UPSTAIRS","fBodyAccMagStd",-0.624456827182986
"860","9","WALKING_UPSTAIRS","fBodyAccMagMeanFreq",-0.00358269125034722
"861","9","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.609193721940625
"862","9","WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.611619343190972
"863","9","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMeanFreq",0.0983598303289236
"864","9","WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.700863097986111
"865","9","WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.697729432621528
"866","9","WALKING_UPSTAIRS","fBodyBodyGyroMagMeanFreq",-0.108828634535764
"867","9","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.786473954201389
"868","9","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.801296292638889
"869","9","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMeanFreq",0.0927763736788194
"870","10","WALKING_DOWNSTAIRS","tBodyAccMeanX",0.276238831213675
"871","10","WALKING_DOWNSTAIRS","tBodyAccMeanY",-0.0188857189162821
"872","10","WALKING_DOWNSTAIRS","tBodyAccMeanZ",-0.112087661002564
"873","10","WALKING_DOWNSTAIRS","tBodyAccStdX",-0.425216183982906
"874","10","WALKING_DOWNSTAIRS","tBodyAccStdY",-0.386704550776068
"875","10","WALKING_DOWNSTAIRS","tBodyAccStdZ",-0.523113372540812
"876","10","WALKING_DOWNSTAIRS","tGravityAccMeanX",0.65835911957265
"877","10","WALKING_DOWNSTAIRS","tGravityAccMeanY",-0.165177771367521
"878","10","WALKING_DOWNSTAIRS","tGravityAccMeanZ",0.0307366662204145
"879","10","WALKING_DOWNSTAIRS","tGravityAccStdX",-0.964245853333333
"880","10","WALKING_DOWNSTAIRS","tGravityAccStdY",-0.95273087965812
"881","10","WALKING_DOWNSTAIRS","tGravityAccStdZ",-0.929729024405983
"882","10","WALKING_DOWNSTAIRS","tBodyAccJerkMeanX",0.0804000423888889
"883","10","WALKING_DOWNSTAIRS","tBodyAccJerkMeanY",0.0153774046898718
"884","10","WALKING_DOWNSTAIRS","tBodyAccJerkMeanZ",-0.0143982101450427
"885","10","WALKING_DOWNSTAIRS","tBodyAccJerkStdX",-0.414395232038462
"886","10","WALKING_DOWNSTAIRS","tBodyAccJerkStdY",-0.431961308787137
"887","10","WALKING_DOWNSTAIRS","tBodyAccJerkStdZ",-0.690604755970085
"888","10","WALKING_DOWNSTAIRS","tBodyGyroMeanX",-0.0144658378235897
"889","10","WALKING_DOWNSTAIRS","tBodyGyroMeanY",-0.0863038250719359
"890","10","WALKING_DOWNSTAIRS","tBodyGyroMeanZ",0.089594378107906
"891","10","WALKING_DOWNSTAIRS","tBodyGyroStdX",-0.597873796746581
"892","10","WALKING_DOWNSTAIRS","tBodyGyroStdY",-0.492482432210256
"893","10","WALKING_DOWNSTAIRS","tBodyGyroStdZ",-0.505981516216239
"894","10","WALKING_DOWNSTAIRS","tBodyGyroJerkMeanX",-0.11062834367265
"895","10","WALKING_DOWNSTAIRS","tBodyGyroJerkMeanY",-0.043380952132265
"896","10","WALKING_DOWNSTAIRS","tBodyGyroJerkMeanZ",-0.0554261378425641
"897","10","WALKING_DOWNSTAIRS","tBodyGyroJerkStdX",-0.632669178589744
"898","10","WALKING_DOWNSTAIRS","tBodyGyroJerkStdY",-0.713441119059829
"899","10","WALKING_DOWNSTAIRS","tBodyGyroJerkStdZ",-0.611026435705128
"900","10","WALKING_DOWNSTAIRS","tBodyAccMagMean",-0.384739666615641
"901","10","WALKING_DOWNSTAIRS","tBodyAccMagStd",-0.44358190387041
"902","10","WALKING_DOWNSTAIRS","tGravityAccMagMean",-0.384739666615641
"903","10","WALKING_DOWNSTAIRS","tGravityAccMagStd",-0.44358190387041
"904","10","WALKING_DOWNSTAIRS","tBodyAccJerkMagMean",-0.474897326746876
"905","10","WALKING_DOWNSTAIRS","tBodyAccJerkMagStd",-0.416276937898718
"906","10","WALKING_DOWNSTAIRS","tBodyGyroMagMean",-0.412441627912821
"907","10","WALKING_DOWNSTAIRS","tBodyGyroMagStd",-0.541830959732991
"908","10","WALKING_DOWNSTAIRS","tBodyGyroJerkMagMean",-0.670402026880342
"909","10","WALKING_DOWNSTAIRS","tBodyGyroJerkMagStd",-0.714863988119658
"910","10","WALKING_DOWNSTAIRS","fBodyAccMeanX",-0.418694276739316
"911","10","WALKING_DOWNSTAIRS","fBodyAccMeanY",-0.380394009936325
"912","10","WALKING_DOWNSTAIRS","fBodyAccMeanZ",-0.572754894505128
"913","10","WALKING_DOWNSTAIRS","fBodyAccStdX",-0.429098457335897
"914","10","WALKING_DOWNSTAIRS","fBodyAccStdY",-0.430554427691538
"915","10","WALKING_DOWNSTAIRS","fBodyAccStdZ",-0.537241875010256
"916","10","WALKING_DOWNSTAIRS","fBodyAccMeanFreqX",-0.198237467184402
"917","10","WALKING_DOWNSTAIRS","fBodyAccMeanFreqY",0.088899044042735
"918","10","WALKING_DOWNSTAIRS","fBodyAccMeanFreqZ",0.126955803301549
"919","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanX",-0.436761689484615
"920","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanY",-0.450402445118248
"921","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanZ",-0.654781895967094
"922","10","WALKING_DOWNSTAIRS","fBodyAccJerkStdX",-0.444119132470983
"923","10","WALKING_DOWNSTAIRS","fBodyAccJerkStdY",-0.451626571504701
"924","10","WALKING_DOWNSTAIRS","fBodyAccJerkStdZ",-0.726013573974359
"925","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanFreqX",-0.0856086178596154
"926","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanFreqY",-0.181063512296154
"927","10","WALKING_DOWNSTAIRS","fBodyAccJerkMeanFreqZ",-0.0208108510961538
"928","10","WALKING_DOWNSTAIRS","fBodyGyroMeanX",-0.531727937426966
"929","10","WALKING_DOWNSTAIRS","fBodyGyroMeanY",-0.564114631944444
"930","10","WALKING_DOWNSTAIRS","fBodyGyroMeanZ",-0.467504644086325
"931","10","WALKING_DOWNSTAIRS","fBodyGyroStdX",-0.621040868816239
"932","10","WALKING_DOWNSTAIRS","fBodyGyroStdY",-0.460535897286325
"933","10","WALKING_DOWNSTAIRS","fBodyGyroStdZ",-0.565036981154701
"934","10","WALKING_DOWNSTAIRS","fBodyGyroMeanFreqX",-0.0933071451660684
"935","10","WALKING_DOWNSTAIRS","fBodyGyroMeanFreqY",-0.129584765945726
"936","10","WALKING_DOWNSTAIRS","fBodyGyroMeanFreqZ",-0.0723224360760684
"937","10","WALKING_DOWNSTAIRS","fBodyAccMagMean",-0.407807233704274
"938","10","WALKING_DOWNSTAIRS","fBodyAccMagStd",-0.552739646816667
"939","10","WALKING_DOWNSTAIRS","fBodyAccMagMeanFreq",0.151585663446154
"940","10","WALKING_DOWNSTAIRS","fBodyBodyAccJerkMagMean",-0.398398451363248
"941","10","WALKING_DOWNSTAIRS","fBodyBodyAccJerkMagStd",-0.446280697635769
"942","10","WALKING_DOWNSTAIRS","fBodyBodyAccJerkMagMeanFreq",0.12717476854406
"943","10","WALKING_DOWNSTAIRS","fBodyBodyGyroMagMean",-0.585222602952991
"944","10","WALKING_DOWNSTAIRS","fBodyBodyGyroMagStd",-0.593770651726496
"945","10","WALKING_DOWNSTAIRS","fBodyBodyGyroMagMeanFreq",0.00472568984011538
"946","10","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMagMean",-0.713252357820513
"947","10","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMagStd",-0.737951108418803
"948","10","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMagMeanFreq",0.135779552295726
"949","10","WALKING_UPSTAIRS","tBodyAccMeanX",0.2792260805
"950","10","WALKING_UPSTAIRS","tBodyAccMeanY",-0.0137410699333333
"951","10","WALKING_UPSTAIRS","tBodyAccMeanZ",-0.1082356298
"952","10","WALKING_UPSTAIRS","tBodyAccStdX",-0.976914667166667
"953","10","WALKING_UPSTAIRS","tBodyAccStdY",-0.929141091633333
"954","10","WALKING_UPSTAIRS","tBodyAccStdZ",-0.972264913
"955","10","WALKING_UPSTAIRS","tGravityAccMeanX",0.582637512166667
"956","10","WALKING_UPSTAIRS","tGravityAccMeanY",0.2814715215
"957","10","WALKING_UPSTAIRS","tGravityAccMeanZ",0.1506301434
"958","10","WALKING_UPSTAIRS","tGravityAccStdX",-0.9719009915
"959","10","WALKING_UPSTAIRS","tGravityAccStdY",-0.961517524833333
"960","10","WALKING_UPSTAIRS","tGravityAccStdZ",-0.973718302333333
"961","10","WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0775130550833333
"962","10","WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.00330831786383333
"963","10","WALKING_UPSTAIRS","tBodyAccJerkMeanZ",0.000510105274833334
"964","10","WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.977836345
"965","10","WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.962510329833333
"966","10","WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.9852148295
"967","10","WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0342448434966667
"968","10","WALKING_UPSTAIRS","tBodyGyroMeanY",-0.078152882769
"969","10","WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0966117812
"970","10","WALKING_UPSTAIRS","tBodyGyroStdX",-0.970429545833333
"971","10","WALKING_UPSTAIRS","tBodyGyroStdY",-0.976850974833333
"972","10","WALKING_UPSTAIRS","tBodyGyroStdZ",-0.957569497
"973","10","WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0984885261
"974","10","WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0386820786833333
"975","10","WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0560434883966667
"976","10","WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.978483352166667
"977","10","WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.983924353
"978","10","WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.982318139166667
"979","10","WALKING_UPSTAIRS","tBodyAccMagMean",-0.9617663145
"980","10","WALKING_UPSTAIRS","tBodyAccMagStd",-0.942239747
"981","10","WALKING_UPSTAIRS","tGravityAccMagMean",-0.9617663145
"982","10","WALKING_UPSTAIRS","tGravityAccMagStd",-0.942239747
"983","10","WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.978933889
"984","10","WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.970288294833333
"985","10","WALKING_UPSTAIRS","tBodyGyroMagMean",-0.948394682666667
"986","10","WALKING_UPSTAIRS","tBodyGyroMagStd",-0.946460267166667
"987","10","WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.984314541333333
"988","10","WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.979257408333333
"989","10","WALKING_UPSTAIRS","fBodyAccMeanX",-0.975310696833333
"990","10","WALKING_UPSTAIRS","fBodyAccMeanY",-0.940255585
"991","10","WALKING_UPSTAIRS","fBodyAccMeanZ",-0.976061050166667
"992","10","WALKING_UPSTAIRS","fBodyAccStdX",-0.978249844833333
"993","10","WALKING_UPSTAIRS","fBodyAccStdY",-0.928300078783333
"994","10","WALKING_UPSTAIRS","fBodyAccStdZ",-0.971528370666667
"995","10","WALKING_UPSTAIRS","fBodyAccMeanFreqX",0.00798704466166666
"996","10","WALKING_UPSTAIRS","fBodyAccMeanFreqY",0.11787740315
"997","10","WALKING_UPSTAIRS","fBodyAccMeanFreqZ",0.24323874364
"998","10","WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.978120306166667
"999","10","WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.9634427765
"1000","10","WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.9826301395
"1001","10","WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.979612429166667
"1002","10","WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.964387826
"1003","10","WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.9864711005
"1004","10","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqX",0.18049724774
"1005","10","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqY",-0.0236616142666667
"1006","10","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqZ",0.136230998733333
"1007","10","WALKING_UPSTAIRS","fBodyGyroMeanX",-0.9661191675
"1008","10","WALKING_UPSTAIRS","fBodyGyroMeanY",-0.976870853
"1009","10","WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.9572695305
"1010","10","WALKING_UPSTAIRS","fBodyGyroStdX",-0.971946495
"1011","10","WALKING_UPSTAIRS","fBodyGyroStdY",-0.977034021833333
"1012","10","WALKING_UPSTAIRS","fBodyGyroStdZ",-0.961499603833333
"1013","10","WALKING_UPSTAIRS","fBodyGyroMeanFreqX",0.0389539027333333
"1014","10","WALKING_UPSTAIRS","fBodyGyroMeanFreqY",0.0734377932783333
"1015","10","WALKING_UPSTAIRS","fBodyGyroMeanFreqZ",0.0366931660383333
"1016","10","WALKING_UPSTAIRS","fBodyAccMagMean",-0.951348618666667
"1017","10","WALKING_UPSTAIRS","fBodyAccMagStd",-0.946976321166667
"1018","10","WALKING_UPSTAIRS","fBodyAccMagMeanFreq",0.257758402675
"1019","10","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.970436012833333
"1020","10","WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.969339341333333
"1021","10","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMeanFreq",0.303074622566667
"1022","10","WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.958964957333333
"1023","10","WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.94776606
"1024","10","WALKING_UPSTAIRS","fBodyBodyGyroMagMeanFreq",0.04078922134
"1025","10","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.980438270333333
"1026","10","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.978997537333333
"1027","10","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMeanFreq",0.223002989278333
"1028","11","WALKING_UPSTAIRS","tBodyAccMeanX",0.27658531139557
"1029","11","WALKING_UPSTAIRS","tBodyAccMeanY",-0.0191272531933228
"1030","11","WALKING_UPSTAIRS","tBodyAccMeanZ",-0.108941761642405
"1031","11","WALKING_UPSTAIRS","tBodyAccStdX",-0.58947649779557
"1032","11","WALKING_UPSTAIRS","tBodyAccStdY",-0.490379346996835
"1033","11","WALKING_UPSTAIRS","tBodyAccStdZ",-0.665324314227848
"1034","11","WALKING_UPSTAIRS","tGravityAccMeanX",0.730526184936709
"1035","11","WALKING_UPSTAIRS","tGravityAccMeanY",0.0527387028613924
"1036","11","WALKING_UPSTAIRS","tGravityAccMeanZ",0.140209861246835
"1037","11","WALKING_UPSTAIRS","tGravityAccStdX",-0.975394457689873
"1038","11","WALKING_UPSTAIRS","tGravityAccStdY",-0.957138770727848
"1039","11","WALKING_UPSTAIRS","tGravityAccStdZ",-0.956812000411392
"1040","11","WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.0830134540658228
"1041","11","WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.0078044254343038
"1042","11","WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00657424975259494
"1043","11","WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.659323083055063
"1044","11","WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.608784226719937
"1045","11","WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.842511816044304
"1046","11","WALKING_UPSTAIRS","tBodyGyroMeanX",-0.0547328440272468
"1047","11","WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0582275770813291
"1048","11","WALKING_UPSTAIRS","tBodyGyroMeanZ",0.087284109682356
"1049","11","WALKING_UPSTAIRS","tBodyGyroStdX",-0.739922126628797
"1050","11","WALKING_UPSTAIRS","tBodyGyroStdY",-0.703501766487342
"1051","11","WALKING_UPSTAIRS","tBodyGyroStdZ",-0.725016008797468
"1052","11","WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.0805473309873418
"1053","11","WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0493914065474684
"1054","11","WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0480140167267405
"1055","11","WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.781738140601266
"1056","11","WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.868377254082279
"1057","11","WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.795490882468354
"1058","11","WALKING_UPSTAIRS","tBodyAccMagMean",-0.542825032813608
"1059","11","WALKING_UPSTAIRS","tBodyAccMagStd",-0.612882270912658
"1060","11","WALKING_UPSTAIRS","tGravityAccMagMean",-0.542825032813608
"1061","11","WALKING_UPSTAIRS","tGravityAccMagStd",-0.612882270912658
"1062","11","WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.679819504547468
"1063","11","WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.664241760370253
"1064","11","WALKING_UPSTAIRS","tBodyGyroMagMean",-0.628367851066456
"1065","11","WALKING_UPSTAIRS","tBodyGyroMagStd",-0.696771378957911
"1066","11","WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.826829028481013
"1067","11","WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.866905012626582
"1068","11","WALKING_UPSTAIRS","fBodyAccMeanX",-0.619524028324684
"1069","11","WALKING_UPSTAIRS","fBodyAccMeanY",-0.531455265662532
"1070","11","WALKING_UPSTAIRS","fBodyAccMeanZ",-0.750026145791139
"1071","11","WALKING_UPSTAIRS","fBodyAccStdX",-0.579491754749367
"1072","11","WALKING_UPSTAIRS","fBodyAccStdY",-0.502570240243354
"1073","11","WALKING_UPSTAIRS","fBodyAccStdZ",-0.652095671108544
"1074","11","WALKING_UPSTAIRS","fBodyAccMeanFreqX",-0.224360420717722
"1075","11","WALKING_UPSTAIRS","fBodyAccMeanFreqY",0.0318551463759494
"1076","11","WALKING_UPSTAIRS","fBodyAccMeanFreqZ",0.0502783009075316
"1077","11","WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.676672987166456
"1078","11","WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.632374688606013
"1079","11","WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.825559590221519
"1080","11","WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.672195644346519
"1081","11","WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.609444998247785
"1082","11","WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.858259630601266
"1083","11","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqX",-0.0874254925382278
"1084","11","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqY",-0.242572597206013
"1085","11","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqZ",-0.0992296316156962
"1086","11","WALKING_UPSTAIRS","fBodyGyroMeanX",-0.709949332117089
"1087","11","WALKING_UPSTAIRS","fBodyGyroMeanY",-0.776852868955696
"1088","11","WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.708842979272152
"1089","11","WALKING_UPSTAIRS","fBodyGyroStdX",-0.751758277167721
"1090","11","WALKING_UPSTAIRS","fBodyGyroStdY",-0.670892713066772
"1091","11","WALKING_UPSTAIRS","fBodyGyroStdZ",-0.75596062835443
"1092","11","WALKING_UPSTAIRS","fBodyGyroMeanFreqX",-0.111874925112848
"1093","11","WALKING_UPSTAIRS","fBodyGyroMeanFreqY",-0.181778028186076
"1094","11","WALKING_UPSTAIRS","fBodyGyroMeanFreqZ",-0.0810951668035443
"1095","11","WALKING_UPSTAIRS","fBodyAccMagMean",-0.611528074359177
"1096","11","WALKING_UPSTAIRS","fBodyAccMagStd",-0.674470159009494
"1097","11","WALKING_UPSTAIRS","fBodyAccMagMeanFreq",0.12725035020425
"1098","11","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.656133473274684
"1099","11","WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.676925075857595
"1100","11","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMeanFreq",0.158363551858133
"1101","11","WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.757585939588608
"1102","11","WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.711267219682278
"1103","11","WALKING_UPSTAIRS","fBodyBodyGyroMagMeanFreq",-0.10978179348269
"1104","11","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.864827011392405
"1105","11","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.879254016740506
"1106","11","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMeanFreq",0.11789211326962
"1107","12","SITTING","tBodyAccMeanX",0.275639357761194
"1108","12","SITTING","tBodyAccMeanY",-0.0184861388459702
"1109","12","SITTING","tBodyAccMeanZ",-0.107917262447761
"1110","12","SITTING","tBodyAccStdX",-0.508665196767164
"1111","12","SITTING","tBodyAccStdY",-0.401357613464179
"1112","12","SITTING","tBodyAccStdZ",-0.722443639029851
"1113","12","SITTING","tGravityAccMeanX",0.629964778955224
"1114","12","SITTING","tGravityAccMeanY",0.112652596558955
"1115","12","SITTING","tGravityAccMeanZ",-0.0494520137037313
"1116","12","SITTING","tGravityAccStdX",-0.973039656865672
"1117","12","SITTING","tGravityAccStdY",-0.961684570149254
"1118","12","SITTING","tGravityAccStdZ",-0.956887170522388
"1119","12","SITTING","tBodyAccJerkMeanX",0.0572366455208955
"1120","12","SITTING","tBodyAccJerkMeanY",0.010632586489403
"1121","12","SITTING","tBodyAccJerkMeanZ",0.0155338481445373
"1122","12","SITTING","tBodyAccJerkStdX",-0.487513853589552
"1123","12","SITTING","tBodyAccJerkStdY",-0.441798499370224
"1124","12","SITTING","tBodyAccJerkStdZ",-0.813044700746269
"1125","12","SITTING","tBodyGyroMeanX",-0.0702784362985075
"1126","12","SITTING","tBodyGyroMeanY",-0.0422418424895522
"1127","12","SITTING","tBodyGyroMeanZ",0.089311570049403
"1128","12","SITTING","tBodyGyroStdX",-0.677307561997761
"1129","12","SITTING","tBodyGyroStdY",-0.680398804104478
"1130","12","SITTING","tBodyGyroStdZ",-0.699245741395522
"1131","12","SITTING","tBodyGyroJerkMeanX",-0.0726924262059701
"1132","12","SITTING","tBodyGyroJerkMeanY",-0.0457374795179104
"1133","12","SITTING","tBodyGyroJerkMeanZ",-0.0515110922703731
"1134","12","SITTING","tBodyGyroJerkStdX",-0.623189590291045
"1135","12","SITTING","tBodyGyroJerkStdY",-0.786312781716418
